题目,朝代,作者,内容,来源,词牌
"拂霓裳 落花","清","俞庆曾","蝶魂惊。东皇辞我返蓬瀛。留不住，雨丝风片太无情。愁红飘逝水，恨紫落空庭。恼流莺。傍回栏、有意唤声声。平铺曲径，粘翠袖，拂雕棂。帘半捲，尚看天女散琼英。风前情脉脉，月下影婷婷。更相盟。约明年、亭畔献瑶觥。","Werneror",""
"凤凰台上忆吹箫 题桃花人面图","清","俞庆曾","仙梦迷离，春光依旧，刘郎前度重来。剩小桃无语，嫩蕊偷开。一抹胭脂点水，算当时、镜里红腮。临风态，教人回首，枉自疑猜。徘徊。成阴绿叶，怜往日匆匆，车走轻雷。望巫山云杳，何处天台。一幅生绡留影，花醉露人立苍苔。凝眸看，错疑弄波，罗袜新裁。","Werneror",""
"木兰花慢 和瑟庵韵","清","俞庆曾","怅伊人隔浦，才镜里，又眉边。忆春水长安，轻帆天际，梦断寒烟。腰围那禁瘦损，拥重衾、羞道夜如年。痴望闲云漠漠，懒窥素魄娟娟。灯前。顾影生怜。千万语，写云笺。看疏柳低阑，黄花绕砌，此意绵绵。欲解相思无计，趁青山、红树放归船。私定行期三五，与他明月同圆。","Werneror",""
"一萼红 红梅","清","俞庆曾","霜娟娟。似微醺乍醒，无力倚阑干。霞透铢衣，脂凝瘦骨，羡君顾影翩翩。曾思否、红罗亭外，明月底、能受晓风尖。一点冰心，轻它凡艳，斗色争妍。手撚一枝春色，正频思寄远，喜遇鸿旋。混迹红尘，犹怀丹灶，未许桃李随肩。因疑是、杏花颜色，立花阴、细细认娇颜。记起相逢旧日，玉照堂前。","Werneror",""
"沁园春 拟织女赠牵牛","清","俞庆曾","下望人间，比目名鱼，比翼名鹣。怅银河无鲤，难通尺素，蓬莱少雁，不解传笺。机上红丝，机中锦字，总把侬心别恨牵。君知否，有家家蛛盒，替写缠绵。未偿十万天钱。怎会少、离多若个怜。羡刘纲證果，朝朝暮暮，彩鸾写韵，岁岁年年。手弄金梭，输他玉杵。未许洪崖日并肩。从头诉，喜相逢今夕，乌鹊桥填。","Werneror",""
"金缕曲 用两当轩韵咏落花，乃祖父命书院课题，戏效之。","清","俞庆曾","慢把鸭锄放。小楼头、绿阴浓遍，倚栏怅望。一缕情丝烟共化，春水此情难量。都付与、啼鹃怊怅。不信东皇情最重，五更风、竟把花魂葬。空剩得，彩幡荡。前生本在蓬莱上。返瑶池、回头俯视，人间景况。雨妒风欺归亦好，尘世本来多恙。休苦恋、朱门蓬巷。后果前因难细问，意迷离、且醉青纱帐。任花底，金铃响。","Werneror",""
"忆江南 消夏之作八首 其一","清","俞庆曾","红闺里，晨起未梳妆。为爱早凉抛角枕，因怜晓色倚回廊。霞影认微茫。","Werneror",""
"忆江南 消夏之作八首 其二","清","俞庆曾","红闺里，蝶粉晒花枝。修竹阴浓风细细，纱窗人定日迟迟。午倦睡些时。","Werneror",""
"忆江南 消夏之作八首 其五","清","俞庆曾","红闺里，萤火扑西东。一树刺桐花烂漫，半钩新月影玲珑。茉莉晚香浓。","Werneror",""
"忆江南 消夏之作八首 其八","清","俞庆曾","红闺里，露重怯微寒。自覆罗衾长簟滑，遥闻银箭短更残。梦里忆江南。","Werneror",""
"浪淘沙 春闺","清","李道清","柳叶淡如烟。柳絮如棉。黄莺紫燕共缠绵。一片飞花斜日里，红过秋千。无语下珠帘。怕听啼鹃。闲愁枨触上眉尖。一曲琵琶浑不是，廿五冰弦。","Werneror",""
"青玉案 暮春","清","李道清","海棠淡白胭脂褪。更寂寞、无人问。九曲回肠君莫讯。如今猜透，春愁离恨。总是词人分。博山一线春寒紧。侍女初将翠裘进。何处销魂销不尽。碧纱帘外，飞花成阵。又是黄昏近。","Werneror",""
"太常引","清","陆求可","温柔乡里怪天明。奈树上、有啼莺。鸳帐莫须惊。交玉臂、怜欢有情。绿云压枕，海棠春色，同梦又同醒。起听卷帘声。问红日、三竿未曾。","Werneror",""
"玉京秋 自题“种瓜小影”","清","贺双卿","眉半敛。春红已全褪，旧愁还欠。画中瘦影，羞人难闪。新病三分未醒，淡胭脂、空费轻染。凉生夜，月华如洗，素娥无玷。翠袖啼痕堪验。海棠边、曾沾万点。怪近来，寻常梳裹，酸咸都厌。粉汗凝香，蘸碧水、罗帕时揩冰簟。有谁念。原是花神暂贬。","Werneror",""
"凤凰台上忆吹箫 残灯","清","贺双卿","已暗忘吹，欲明谁剔，向侬无焰如萤。听土阶寒雨，滴破残更。独自恹恹耿耿，难断处、也忒多情。香膏尽，芳心未冷，且伴双卿。星星。渐微不动，还望你淹煎，有个花生。胜野塘风乱，摇曳渔灯。辛苦秋蛾散后，人已病、病减何曾。相看久，朦胧成睡，睡去还惊。","Werneror",""
"二郎神 菊花","清","贺双卿","丝丝脆柳。袅破淡烟依旧。向落日秋山影里，还喜花枝未瘦。苦雨重阳挨过了，亏耐到、小春时候。知今夜、蘸微霜，蝶去自垂首。生受，新寒浸骨，病来还又。可是我、双卿薄倖，撇你黄昏静后。月冷阑干人不寐，镇几夜、未松金扣。枉辜却、开向贫家，愁处欲浇无酒。","Werneror",""
"孤鸾 病中","清","贺双卿","午寒偏准。早疟意初来，碧衫添衬。宿髻慵梳，乱裹帕罗齐鬓。忙中素裙未浣，褶痕边、断丝双损。玉腕近看如茧，可香腮还嫩。算一生、凄楚也拚忍。便化粉成灰，嫁时先忖。锦思花情，敢被爨烟薰尽。东菑却嫌饷缓，冷潮回、热潮谁问。归去将棉晒取，又晚炊相近。","Werneror",""
"惜黄花慢 孤雁","清","贺双卿","碧尽遥天。但暮霞散绮，碎剪红鲜。听时愁近，望时怕远，孤鸿一个，去向谁边。素霜已冷芦花渚，更休猜、鸥鹭相怜。暗自眠。凤凰纵好，宁是姻缘。凄凉劝你无言。趁一沙半水，且度流年。稻梁初尽，网罗正苦，梦魂易警，几处寒烟。断肠可似婵娟意，寸心里、多少缠绵。夜未阑。便倦宿平田。","Werneror",""
"摸鱼儿 谢邻女韩西馈食","清","贺双卿","喜初晴、晚霞西现，寒山烟外青浅。苔纹乾处容香履，尖印紫泥犹软。人语乱。忙去倚、柴扉空负深深愿。相思一线。向新月搓圆，穿愁贯恨，珠泪总成串。黄昏后，残热谁怜细喘。小窗风射如箭。春红秋白无情艳，一朵似侬难选。重见远。听说道、伤心已受殷勤饯。斜阳刺眼。休更望天涯，天涯只是，几片冷云展。","Werneror",""
"转应曲 春晓","清","张友书","春晓。春晓。风雨夜来多少。窗前曙色凄迷。枕畔时闻鸟啼。啼鸟。啼鸟。偏是把人梦搅。","Werneror",""
"点绛唇 秋千","清","张友书","舞袖凌空，彩丝摇曳垂杨径。树梢花顶。时见弓鞋影。似燕乘风，欲住浑难定。凭牵引。缠绵无尽。弱絮游丝并。","Werneror",""
"菩萨蛮 春暮书事","清","张友书","韶华负却春三月。愁多宽褪罗裙褶。笑煞小鬟痴。犹疑花满枝。侵晨花径去。花落兼飞絮。何苦唤春归。杜鹃声乱啼。","Werneror",""
"西江月 忆燕","清","张友书","王谢堂前旧侣，年年偏向天涯。重来消息待梨花。屈指明朝春社。闲却旧营巢处，傍谁门户为家。剧怜望眼已将赊。为尔湘帘不下。","Werneror",""
"卖花声 暮春","清","张友书","飞絮燕泥香。人立回廊。新萍点绿满池塘。抛尽榆钱千万个，难买春光。小苑近昏黄。树杪斜阳。残霞暮霭两茫茫。高下乱鸦归去也，触目思乡。","Werneror",""
"步蟾宫 闺情","清","张友书","露华初湿苍苔滑。背人偷弄凌波袜。又看残月照帘栊，已过了、归期十八。灯前暗把金钱撒。香炉也那堪愁煞。画栏凭遍更低徊，盼不到、一缄书札。","Werneror",""
"蝶恋花 春闺即事","清","张友书","入耳饧箫无近远。才近清明，便觉春寒浅。宝鸭烟深香未换。卖花声已街头遍。迟日照临窗六扇。病怯微风，不把湘帘捲。宝镜窥人留半面。棠梨簪向钗头颤。","Werneror",""
"满江红 梅雨","清","张友书","冷暖阴晴，做弄得、年光都别。乍树外、晚霞低映，轻雷未歇。寂寂房栊凉似水，夕阴一片生梧叶。又黄昏近也掩重门，情悽切。檐外滴，声初绝。风竹韵，遥相接。渐星星萤火，高低飞越。青草池塘新水足，坐听两岸蛙声聒。问恁般叫噪为官私，情难说。","Werneror",""
"国香慢 咏水仙","清","张友书","沅湘何处。叹蘼芜杜若，飘零无数。洛浦寒深，宛宛流年，望断美人迟暮。江皋风雨朝还夕，只相伴、寒梅千树。怅苍梧、落木萧萧，一派江声流去。最好移来妆阁，看星眸素靥，翠帷低护。盆盎波深，照影亭亭，罗袜不教尘污。明珰翠佩今何在，又怨入、东风无语。暗香风露。问甚时、写入瑶琴，侍倩伯牙重谱。","Werneror",""
"重叠金 摹“花落水流红”词意","清","孙瑩培","飞英历乱如红雨。东风断送春归去。飘泊正愁生。深闺万里情。留春应不住。独倚慵无语。际此奈何天。教人镇日闲。","Werneror",""
"醉花阴 梅花","清","孙瑩培","小园昨夜繁华骤。点点寒葩瘦。放出玉精神，雪意风情，无限春光逗。珊珊弄影黄昏后。景似罗浮否。婢忽拗香来，绰约流霞，报道红梅又。","Werneror",""
"鹧鸪天 摹元人“门阑临暮霭，楼阁抹残霞”词句，作画并题以词","清","孙瑩培","楼阁玲珑隐翠微。小桥返照夕阳西。闲情无限随流水，惟见残霞一抹飞。风淡淡，柳依依。波光岚气映馀晖。闭门静寂人何处，放鹤携琴归未归。","Werneror",""
"钗头凤 即景","清","孙瑩培","炉烟袅。幽闺悄。帘栊斜捲人稀到。梧桐荫。桃花嫩。者番春色，登楼待恁。凭。凭。凭。风声峭。云情渺。远山一角如含笑。鱼无信。鸿难问。天涯人远，归期难定。闷。闷。闷。","Werneror",""
"东风第一枝 题梅花帐檐","清","孙瑩培","老干浑苔，虬枝缀玉，此花端的幽独。江南江北风光，谱入徐熙画幅。横陈纸帐，抵多少、水边篱落。再添个、翠羽幽禽，抵得缟衣孤鹤。香扑簌、粉光淡薄。红一抹、脂痕绰约。写来笔底精神，转忆旧游东阁。黄昏清境，称高眠、绝尘远俗。听枝头、翠羽啾嘈，早已参横月落。","Werneror",""
"法驾导引 随金门夫子渡琼海","清","吴小姑","珠帆挂，珠帆挂，碧海蹙银涛。漫说湘灵能鼓瑟，天风不藉紫檀槽。龙女兴犹豪。","Werneror",""
"雨中花 绝命词","清","吴小姑","妾命危如花上露。持不律、待檀郎顾。写不成诗，醒翻如梦，身暂尘寰住。金甲神君来保护。恨只恨、命难逃数。鸳枕轻抛，云軿急驾，忍向篷莱渡。","Werneror",""
"七娘子 高坡晓望","清","吴小姑","银云铺遍千株树。此中大有幽人住。忽睹遥村，微闻犬吠，荷樵人踏山花路。昨宵看月香犹炷。小姑偕向门前步。罗袜轻寒，筠帘映影，晓鸦啼破琼城雾。","Werneror",""
"十六字令 七夕","清","缪珠荪","凉。耿耿星河此夜长。悲欢意，天上未能忘。","Werneror",""
"桂殿秋 银桂","清","缪珠荪","风剪快，露华凉。蟾宫不禁木樨黄。疑他仙子挥清汗，洒向人间点滴香。","Werneror",""
"南柯子 题自画","清","缪珠荪","腻粉团香雪，融酥护彩云。红情初赋五花纹。记取一枝深色、酒微醺。娇怯伊惊梦，秾芳我自闻。离离花影欲摇春。知是谁家亭子、午晴新。","Werneror",""
"醉花阴 中秋","清","缪珠荪","泛绿偎红消永夜。佳节团圞也。罗薄未更衣，雾影云容，花气穿窗罅。冰纹窈窕枝低亚。万里清光泻。扶醉话西风，天上人间，秋色平分乍。","Werneror",""
"如梦令 帘钩","清","沈鹊应","明月一弯新样。终日傍人帘幌。挂起玉纤纤，草色增人怊怅。低放。低放。莫对平芜凝望。","Werneror",""
"浪淘沙 悼晚翠。其夫号晚翠","清","沈鹊应","报国志难酬。碧血谁收。箧中遗稿自千秋。肠断招魂魂不到，云暗江头。绣佛旧妆楼。我已君休。万千悔恨更何尤。拼得眼前无尽泪，共水长流。","Werneror",""
"凤凰台上忆吹箫 忆菊花","清","沈鹊应","枫冷吴江，雁飞南浦，家家黄叶堆门。听暮砧声急，日已黄昏。记忆当时三径，尽飘零、松菊犹存。荒城里、止看摇落，未见花繁。销魂。故乡此际，佳节醉西园，篱畔芳樽。念秋光狼藉，安得移根。屈指重阳将近，思往事、杳杳无痕。伤情处，但看鸦飞，水绕孤村。","Werneror",""
"长亭怨慢 西湖吊厉樊榭","清","沈鹊应","向湖畔停船闲步。远望东园，个人门户。寂历春空，柳丝深锁若烟雾。湖州羁旅。偏载取、桃根去。去得几何时，已化作、飘零风絮。郎主。对芭蕉洒泪，芳草殡宫天暮。夜来月上，向谁诉此时情苦。怅望是、今日萧条，恨重入、江淹词赋。始会得才华天忌，凄凉如许。","Werneror",""
"海棠春 花铃","清","李慎溶","花房静锁春深窈。茜影外、彩丝环绕。做弄暗中声，送得愁多少。惜春还被春喧恼。向瘦枕、摇昏曳晓。梦醒却无人，一院风枝袅。","Werneror",""
"蝶恋花 萤","清","李慎溶","旧苑秋芜兴废警。怯小愁单，短梦何时醒。明月不来天又暝。竹边水面光无定。庭院沉沉街鼓静。三两斜飞，做就凉宵景。携扇兜裙风露冷。几回踏碎梧桐影。","Werneror",""
"长亭怨慢 戊戌二月寄拔可长兄杭州","清","李慎溶","恨轻被、红尘缠著。往岁湖山，似曾留约。梦里沧波，去帆摇曳向何托。竹窗灯火，欢笑地，浑如昨。畅好故园春，却孤我、听莺栏角。萧索。恁苏堤柳色，犹倚翠腰新削。湔裙又近，有多少、画桡芳酌。奈别后、恻恻寒轻，怕征袂、和人飘泊。漫细数归期，容易江莲香落。","Werneror",""
"长亭怨慢 探梅","清","李慎溶","是谁访、孤山前道。几日诗魂，被花相恼。暗瓦残霜，故溪新雪候犹早。梦游程熟，峰影下，天凄窈。此度见峨妆，定不惜、年光轻老。寒悄。甚愁鬟压整，冷落水边人缟。多情翠羽，忍忘却、绮窗音报。正怅惘、菊尽篱根，又萦惹、吹香吟抱。待唤起娉婷，一笛迢迢飞到。","Werneror",""
"念奴娇 寄杭州蕙愉大姑","清","李慎溶","故园秋暮，怅光阴别后，风梭过眼。欲把离愁传尺素，争奈银笺嫌短。听雨帘栊，扫花台榭，处处寻思遍。回头欢境，算来空付微叹。多少胜迹前朝，香车画楫，尘影如潮满。明月江山曾入梦，却被箫声吹断。遮莫年来，镜中云鬓，湖柳丝偷换。新游须记，酒痕襟上休浣。","Werneror",""
"壶中天 春阴","清","李慎溶","帘衣深下，但溟濛一片，频飞轻雾。十里红楼都似水，惟有莺声低度。杨柳多情，和春共瘦，还替春凄苦。揉昏搓暝，粉香犹未成絮。生怕燕子归来，沉沉绿暗，换了门前路。见说钿车南陌少，几日芳游轻误。山枕馀熏，云屏萦梦，绊得清寒住。无聊人起，洒窗时响疏雨。","Werneror",""
"疏影 菊影","清","李慎溶","黄昏院宇。有秋魂一片，消瘦如许。载酒篱根，醉眼模糊，误得几回惊顾。夜阑徙倚犹相对，纸槛外、疑烟疑雾。但萧然、淡影难描，不上画家新谱。绕砌鸣蛩旧识，凉宵厌寂寞，来伴低语。隔岁园亭，约略吟秋，曾采幽芳题句。重逢却讶分明甚，正冷月、无声窥户。更谁怜、立尽霜华，又度小庭寒曙。","Werneror",""
"高山流水 题无闷草堂诗馀","清","陈怀澄","故人怛化十馀年，怅迟迟、为纂遗编。尚记过从时，江楼刻烛分笺。浑忘却、月坠遥天。东方白、相对毫无倦色，犹耸吟肩。尔时君与我，何减柳屯田。姜然。詹园旧游处，只剩得、落叶哀蝉。重按谱，如吹楚竹、如抚湘弦。为君藏、并为君传。每拳攀、谓是草窗竹屋，遑论金荃。怆予怀，抱琴何处觅成连！","Werneror",""
"高阳台 题无闷草堂诗馀","清","陈贯","铁板铜琶，歌纨金缕，江关萧瑟兰成。醉倒湘潭，梨涡聊慰飘零。藜床皂帽人憔悴，算文章，身外馀名。只难禁豪气依然，尘梦先醒。卅年误入华鬘劫，算一诗一泪，久涴衫青。天上灵修，也应握手相迎。遗编恍惚骚魂在，枉教人，高唤声声。叹层云久掩骄阳，何况文星？","Werneror",""
"百字令 次廖伯鲁韵","清","丘逢甲","峤南人物，问当今谁是曲江风度？万劫不磨雄直气，空剩屈陈词赋。秦戍哀云、越台吊月，愁听秋虫诉。南宗未坠，菩提何碍无树？历历弹指光阴，论橙品荔，乡味将人误。潦倒英雄成末路，饱领凉情热趣。倒海浇天、剖云行日，梦里留奇句。功名尘土，浩歌还谱朱鹭。","Werneror",""
"满江红 越王台，次伯鲁韵","清","丘逢甲","逐鹿中原，问何故闭关自域？思旧事，登高吊古，五羊城北。椎结雄称南武帝，抱孙左纛朝仪赫。笑此台高瞰百蛮天，何因设？甘心受，新王职；弹指顷，千年隔。访霸图一片，夕阳无极。残缺不完南越国，老夫心事何人识？祗江山雄绕古台基，今犹昔。","Werneror",""
"齐天乐 登虞山兴福寺楼时癸未始秋","清","郑文焯","夕阳呼酒登临地。樽前故人还是。水国无花，山城自绿，望转征蓬千里。行歌倦矣。更一片秋魂，乱云扶起。醉袖飘萧，海风吹下剑花细。天涯此楼似寄。画阑零落处，都为愁倚。佛鼓荒坛，神鸦废社，今古苍茫烟水。吴丝漫理。正波上鸿飞，数峰凄异。坐尽林阴，甚时重梦至。","Werneror",""
"踏莎行 重别次湘和白石道人江上感梦之作","清","郑文焯","官阁烟寒，客帆风软。吟边属景愁边见。归心争共蜀云飞，梦痕总被吴波染。残酒单衣，残镫泪线。乱山挂雨尊前远。江南水阔别离多，断魂分付孤舟管。","Werneror",""
"湘月 山塘秋集分题得坏塔","清","郑文焯","夜铃语断，更斜阳瘦影，谁问今古。独立苍茫，镇占老，一角青山无主。衰草丛生，枯枫倒出，时见归禽度。残烽零劫，仗他半壁支拄。长见峭倚荒天，凄凉如笔，写愁边风雨。不许登临，怕倦客、题遍伤心秋句。卧影空丘，招魂破寺，剩有孤云驻。梦痕飞上，故王台榭何处。","Werneror",""
"八声甘州 西楼九日","清","郑文焯","唤吟边、瘦月替珠灯，扶魂上西楼。叹芳时俊侣，尊前掇送，坠梦难收。又是黄华劝客，须插少年头。明日尖风阵，绿减汀洲。笛外乱峰无语，甚秋肠寸裂，还听吹秋。想湖亭多宴，歌泪迸波流。自销凝、断襟零佩，剩水云、冷画两三鸥。休重向，小帘香处，残叶题愁。","Werneror",""
"摸鱼儿 金山留云亭饯仲复抚部，酒半闻江上笛声起于乱烟衰柳间，感音而作，不自觉其辞之掩抑也。","清","郑文焯","渺吴天觅愁无地，江山如此谁醒。乱云空逐惊涛去，人共一亭幽静。斜月耿，怕重见，青尊中有沧桑影。吟魂自警，对潮打孤城，烟生坏塔，笛语夜凄哽。招提境，还作东门帐饮，中流同是漂梗。当年击楫英雄老，输与过江鱼艇。愁暗省，换满目，胡沙蛮气连天迥。苔茵坐冷，任怪石能言，荒波变酒，莫更赋离景。","Werneror",""
"东风第一枝 和梅溪春雪韵","清","郑文焯","玉斗新梅，珠敲暗竹，江春半酿寒暖。粉云几处愁深，素波者番恨浅。寻香旧径，趁细屧、弓痕轻软。怕笛边、误约飞花，阁住小帘归燕。沙草际、渐迷望眼，风絮里、暗销醉面。乍看舞鹤閒庭，又寻印鸿故苑。吴篷谁倚，画澹远山眉如线。更镜娥含泪窥人，梦想缟衣重见。","Werneror",""
"惜秋华  惠山","清","郑文焯","软绣山街，翠溶溶，一镜秋妆环照。向晚画船，相将载愁多少。夫容不管啼红，暗坠落、烟轻波小。凄凉，正斜阳送客，湖亭重到。仙梦绛都杳。记灯帘俊语，凤鬟香袅。问紫曲谁解，忆听歌人老。而今白石清泉，倚玉瓶、乱峰如笑。幽悄。误梦寻、燕昏莺晓。","Werneror",""
"留春令  中秋夜红楼离席","清","郑文焯","镜华空满，怨红都在，旧时罗帕。早是销凝泪无多，怎留向、临歧洒。枕上阳关催夙驾。忍今宵歌罢。从此西楼翠尊空，愿明月、无圆夜。","Werneror",""
"点绛唇  西楼感梦","清","郑文焯","秋馆黄昏，小风香阵欺裙蝶。近霜花叶。著意红双叠。多少新愁，夜夜西楼月。伤今别。月圆时节。长是佳期阙。","Werneror",""
"瑞龙吟  春怨用清真体","清","郑文焯","横塘道。还记碎镜流花，断裙黏草。多情三百红阑，为谁约住，东风不到。旷吟眺。休问玉梅门巷，旧家英妙。而今著破春衫，唾华泪粉，销凝满抱。依黯残云心事，过江如梦，清歌催老。惟有酒边青山，曾见年少。狂香艳迹，零落兰成槁。无人听、西园冷咏，南楼清啸。料理伤春早。几回付与，燕沉莺悄。争说还乡好。离篴怨、归魂将花千绕。夕阳故国，曲中人杳。","Werneror",""
"一萼红  光绪壬辰人日，用石帚淳熙丙午人日词韵，题其西湖遗象。","清","郑文焯","石湖阴。想梅边堕翠，曾上小红簪。经醉残山，伤春旧月，无奈风过箫沉。漫回首、垂虹载雪，唤梦醒、空有绕枝禽。笠泽烟寒，玉峰雪暗，悽绝重临。宾主百年无几，问浮湘入沔，去住何心。南渡风流，东州雅旧，遗事休更追寻。算歌曲、江湖送老，抵当时、锅里几销金。待访城西马塍，只见花深。","Werneror",""
"踏莎行  雨意垂垂春事遒尽红楼曲饯爰托于音","清","郑文焯","兰气疏襟，竹声凉幕。卧枝红袅金钗落。五更残雨酒醒时，罗衾正似人情薄。帐烛香销，琴尊泪阁。梦来真悔重逢错。去年花落旧亭台，西风不减东风恶。","Werneror",""
"拜星月慢","清","郑文焯","虎气高秋，鸱夷遗恨，断送山塘七里。走马吹花，带歌声流水。酒醒处，付与、黄昏一片镫火，满地飘零钿翠。步屧人归，总西风憔悴。倦追寻，画舸鱼龙队。中年近，早办登临泪。不见柳色苏台，换秋烟萧寺。坠疏钟、月落城乌起。扁舟夜、暗傍蒹葭舣。莫更向、碎玉阑干，为伤高独倚。","Werneror",""
"玲珑四犯","清","俞士彪","帐冷楼空，怕愁病逢秋，独眠听雨。料没书来，不数遥天雁度。梦里乍图幽会，怎轻放、彩云飞去。便枕儿、恁般僝僽，更望阿谁怜取。当初尚作消魂语。到而今、有愁难赋。拚对着清樽黄菊，岁岁伤迟暮。几点吴霜入鬓，浑不信、少年如许。最难禁无赖，五更风吹变，庭前绿树。","Werneror",""
"木兰花慢  八月十八日汎月石湖邻舟感遇","清","郑文焯","晚凉花积水，送秋老、越来溪。叹故苑沧波，汎天镜里，曾见鸱夷。凄凄。黄昏未了，渐歌阑人似水东西。自有暗香随袖，残红为惜新题。文漪。步绮轻移。银烛背、翠尊携。念别后湖山，几回同梦，云散鸿飞。依依。兰桡醉解，涴啼痕犹在去年衣。明月无多圆夜，有情偏向人低。","Werneror",""
"湘春夜月","清","郑文焯","最销魂，画楼西半黄昏。可奈送了斜阳，新月又当门。自见海棠初谢，算几番酲醉，立尽花阴。念隔帘半面，香酬影答，都是离恨。哀筝自语，残镫在水，轻梦如云。凤帐笼寒，空夜夜、报君红泪，销黯罗襟。蓬山咫尺，更为谁、青鸟殷勤。怕后约，误东风一信，香桃瘦损，还忆而今。","Werneror",""
"雨霖铃  甲午人日载雪西崦","清","郑文焯","江城春霁。趁东风早，画舸初试。歌眉镜里仍见，曾携手处，都盈愁思。梦换繁华旧恨，共明月千里。但暗忆、红萼莺簪，玉篴吹寒夜重起。娃乡自古销魂地。漫倚阑、一霎成憔悴。年年虎山桥下，花发处、冷香随水。水纵无情，应带伤春，几点清泪。算只有、吟袖弓腰，解得流连意。","Werneror",""
"木兰花慢 梁溪晚泊和黄竹斋","清","郑文焯","问绿汀杜若，谁解为、恨人栽。叹京袂游尘，吴霜归鬓，客闷难排。扁舟放愁纵远，好湖山何意乱离来。斜月还闻邻篴，落花休点吟杯。水香亭榭忆秦淮。歌棹晚频催。念绣额帘花，罗心烛烬，残梦徘徊。西风谢堂去燕，剩巢痕还占旧楼台。待把锦书寄与，柔波九曲肠回。","Werneror",""
"莺啼序 甲午仲秋薄游江淮瓜步晚渡与子苾舟中连句和梦窗此曲","清","郑文焯","西阑乍过桂影，倦秋酲闭户。酒边泪、分付黄花，客燕何意来暮。棹歌远、吴山自碧，秦云望转淮南树。怅荒台残柳，春前枉作风絮。宝扇才疏，画帘十二，换纱烟縠雾。镜波小、还照离妆，玉容空在纨素。绣帷寒、愁松雪腕，暗销尽、深盟红缕。理芳情，搓做柔丝，绾他閒鹭。桃根旧曲，醉耳重听，过江尚倦旅。叹十载、杜郎吟赏，又断魂处，翠黯红凄，矮篷眠雨。二分月色，璚箫吹破，多情赢得天涯老，更渔镫、趁唤瓜州渡。登临恨晚，荒萤乱点迷楼，照地一片焦土。春风粉黛，晓日绫纨，剩寸萝片苧。笑拾得、才人馀唾。几树官梅，客里狂吟，雪中低舞。扁舟此去，无情烟水，清歌何处催梦觉，感华年、分算成弦柱。隋堤鸦散斜阳，故宫庭花，有人唱否。","Werneror",""
"莺啼序  登北固楼感事再和文英","清","郑文焯","西风又闻鹤唳，动秋声在水。海东日、照满津亭，浪花飞作云蕊。戍笳引、楼船暝合，荒谯夜火城乌坠。叹南游孤旅，沧波久断归思。关塞音书，数驰急羽，感新愁帝子。笑仙术、空说乘槎，采芝人久未至。莽中原、貔貅万帐，问何日、龙旗东指。且衔杯，狂嗅茱萸，醉来何意。登临罢酒，北顾仓皇，念枕戈不寐。霜月悄、几回起舞，到此惊见，第一江山，费人清泪。神京杳杳，非烟非雾，鸡声残梦催哀角，搅回肠、一夜成憔悴。冥鸿自远，重携倦客扁舟，汎愁镜波天里。燐燐野烧，逼射甘泉，照万松失翠。暂小觅、林亭同憩。侧帽行吟，老柳祠荒，乱鸦飞起。金焦两点，檐牙浮碧，空梁归尽辽海燕，绕危阑、休向曛黄倚。伤心大树飘零，更恋遗弓，恨题满纸。","Werneror",""
"齐天乐  白石、碧山咏物之作，多取是调，托兴深美，因效其体赋蟹","清","郑文焯","半生谙尽江湖味，西风更无肠断。蓼溆衰灯，芦滩短舍，夜市秋声零乱。横行未遍。叹身世抟沙，蚬螺羞伴。恨满吴波，喷珠尽作水花散。彭彭甲兵腹满。待谁呼郭索，蛮海秋战。菊訉霜肥，橙香雪老，都付重阳吟盏。新诗好换。忆乡味经年，故溪清浅。月落潮生，一匡愁碧染。","Werneror",""
"庆宫春 重登西楼月下闻雁寄怀湘潭王壬老","清","郑文焯","衰草虫天，断云鱼浪，去帆望转湘碧。秋影初鸿，江蓠罢采，月明空怨遥夕。翠疏红冷，记曾占、西楼赋笔。雕阑仍在，愁倚黄昏，水风残笛。楚兰一曲伤心，恨魄难招，雾萝烟薜。江山文藻，登临老泪，故国何堪陈迹。绮疏芳卷，定寄我、寒梅水驿。行云歌尽，白眼青天，旧狂谁识。","Werneror",""
"望江怨 题北楼春饯图","清","郑文焯","东风笛，惜别残红旧衫湿。登高怀故国，画帘飞絮烟江夕。空尊泣，不见笛中人，断云和梦觅。","Werneror",""
"兰陵王 江上逢北使寄书和清真","清","郑文焯","片帆直，春草连江自碧。吴亭外飞絮乱鸦，冉冉离天可怜色。青山恋去国。应识长安旧客。归鸿尽，回首暮云，一纸京书泪盈尺。经年尚萍迹。叹梦堕吟鞭，香冷歌席。残花残酒过寒食。看十里村杏，数行门柳，东风吟恨遍水驿。甚天限南北。幽恻。暗怀积。念帐镜尘空，廊屧音寂，前游到处成愁极。但逝水光景，过风箫笛。沉沉孤馆，更夜尽、断漏滴。","Werneror",""
"兰陵王 秋柳和清真","清","郑文焯","去波直，残柳参差飏碧。苏台路曾埽坠钿，涴地柔条尽秋色。依依问水国。频忆长亭送客。西风里、携手四桥空，绿平添涨三尺。春光总陈迹。记絮袅帘旌，花捲帆席。汀洲萍实经年食。嗟两鬓银绾，一声金缕，离魂飞度远近驿。送秋老江北。心恻。乱愁积。奈舞袖飘零，歌扇沈寂，相思到骨情何极。念马上残梦，酒边孤笛。单衣铅泪，似暗雨、夜半滴。","Werneror",""
